Permission test successful at 2025-06-17 09:10:12
[17-Jun-2025 09:10:12 Europe/Berlin] PHP Warning:  Undefined variable $some_variable_that_does_not_exist in D:\Apps\XAMPP\htdocs\varuna\public\test_error_log.php on line 53
[17-Jun-2025 17:42:25 Asia/Kolkata] PHP Deprecated:  htmlspecialchars(): Passing null to parameter #1 ($string) of type string is deprecated in D:\Apps\XAMPP\htdocs\varuna\public\id_card.php on line 124
[17-Jun-2025 17:47:05 Asia/Kolkata] PHP Warning:  Undefined variable $generateQR in D:\Apps\XAMPP\htdocs\varuna\public\id_card.php on line 315
[17-Jun-2025 17:47:05 Asia/Kolkata] PHP Fatal error:  Uncaught Error: Value of type null is not callable in D:\Apps\XAMPP\htdocs\varuna\public\id_card.php:315
Stack trace:
#0 {main}
  thrown in D:\Apps\XAMPP\htdocs\varuna\public\id_card.php on line 315
[17-Jun-2025 17:49:30 Asia/Kolkata] PHP Warning:  Undefined variable $generateQR in D:\Apps\XAMPP\htdocs\varuna\public\id_card.php on line 315
[17-Jun-2025 17:49:30 Asia/Kolkata] PHP Fatal error:  Uncaught Error: Value of type null is not callable in D:\Apps\XAMPP\htdocs\varuna\public\id_card.php:315
Stack trace:
#0 {main}
  thrown in D:\Apps\XAMPP\htdocs\varuna\public\id_card.php on line 315
[17-Jun-2025 17:49:41 Asia/Kolkata] PHP Warning:  Undefined variable $generateQR in D:\Apps\XAMPP\htdocs\varuna\public\id_card.php on line 315
[17-Jun-2025 17:49:41 Asia/Kolkata] PHP Fatal error:  Uncaught Error: Value of type null is not callable in D:\Apps\XAMPP\htdocs\varuna\public\id_card.php:315
Stack trace:
#0 {main}
  thrown in D:\Apps\XAMPP\htdocs\varuna\public\id_card.php on line 315
[17-Jun-2025 17:49:50 Asia/Kolkata] PHP Warning:  Undefined variable $generateQR in D:\Apps\XAMPP\htdocs\varuna\public\id_card.php on line 315
[17-Jun-2025 17:49:50 Asia/Kolkata] PHP Fatal error:  Uncaught Error: Value of type null is not callable in D:\Apps\XAMPP\htdocs\varuna\public\id_card.php:315
Stack trace:
#0 {main}
  thrown in D:\Apps\XAMPP\htdocs\varuna\public\id_card.php on line 315
[17-Jun-2025 17:50:19 Asia/Kolkata] PHP Warning:  Undefined variable $generateQR in D:\Apps\XAMPP\htdocs\varuna\public\id_card.php on line 315
[17-Jun-2025 17:50:19 Asia/Kolkata] PHP Fatal error:  Uncaught Error: Value of type null is not callable in D:\Apps\XAMPP\htdocs\varuna\public\id_card.php:315
Stack trace:
#0 {main}
  thrown in D:\Apps\XAMPP\htdocs\varuna\public\id_card.php on line 315
[17-Jun-2025 17:50:50 Asia/Kolkata] PHP Fatal error:  Uncaught chillerlan\QRCode\QRCodeException: invalid svg logo in D:\Apps\XAMPP\htdocs\varuna\public\id_card.php:144
Stack trace:
#0 D:\Apps\XAMPP\htdocs\varuna\vendor\chillerlan\php-settings-container\src\SettingsContainerAbstract.php(82): SVGWithLogoAndCustomShapesOptions->set_svgLogo('D:\\Apps\\XAMPP\\h...')
#1 D:\Apps\XAMPP\htdocs\varuna\public\id_card.php(173): chillerlan\Settings\SettingsContainerAbstract->__set('svgLogo', 'D:\\Apps\\XAMPP\\h...')
#2 D:\Apps\XAMPP\htdocs\varuna\public\id_card.php(315): generateQR('ZY55R60')
#3 {main}
  thrown in D:\Apps\XAMPP\htdocs\varuna\public\id_card.php on line 144
[17-Jun-2025 17:50:56 Asia/Kolkata] PHP Fatal error:  Uncaught chillerlan\QRCode\QRCodeException: invalid svg logo in D:\Apps\XAMPP\htdocs\varuna\public\id_card.php:144
Stack trace:
#0 D:\Apps\XAMPP\htdocs\varuna\vendor\chillerlan\php-settings-container\src\SettingsContainerAbstract.php(82): SVGWithLogoAndCustomShapesOptions->set_svgLogo('D:\\Apps\\XAMPP\\h...')
#1 D:\Apps\XAMPP\htdocs\varuna\public\id_card.php(173): chillerlan\Settings\SettingsContainerAbstract->__set('svgLogo', 'D:\\Apps\\XAMPP\\h...')
#2 D:\Apps\XAMPP\htdocs\varuna\public\id_card.php(315): generateQR('ZY55R60')
#3 {main}
  thrown in D:\Apps\XAMPP\htdocs\varuna\public\id_card.php on line 144
[18-Jun-2025 14:40:31 Asia/Kolkata] PHP Warning:  Uncaught PDOException: SQLSTATE[HY000]: General error: 1927 Authentication to 'servertcp' failed: 1226, #42000: User 'u473452443_narayan' has exceeded the 'max_connections_per_hour' resource (current value: 500) (servertcp, session=7731412, conn_id=145438619, idle=0s) in D:\Apps\XAMPP\htdocs\varuna\config.php:30
Stack trace:
#0 D:\Apps\XAMPP\htdocs\varuna\config.php(30): PDO->exec('SET time_zone =...')
#1 D:\Apps\XAMPP\htdocs\varuna\src\init.php(27): require_once('D:\\Apps\\XAMPP\\h...')
#2 D:\Apps\XAMPP\htdocs\varuna\public\id_card_preview.php(3): require_once('D:\\Apps\\XAMPP\\h...')
#3 {main}
  thrown in D:\Apps\XAMPP\htdocs\varuna\config.php on line 30
[18-Jun-2025 14:40:31 Asia/Kolkata] PHP Fatal error:  Maximum execution time of 120 seconds exceeded in D:\Apps\XAMPP\htdocs\varuna\config.php on line 33
[18-Jun-2025 14:40:31 Asia/Kolkata] PHP Fatal error:  Maximum execution time of 120 seconds exceeded in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 21
[18-Jun-2025 14:40:31 Asia/Kolkata] PHP Fatal error:  Maximum execution time of 120 seconds exceeded in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 21
[18-Jun-2025 14:40:31 Asia/Kolkata] PHP Fatal error:  Maximum execution time of 120 seconds exceeded in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 21
[18-Jun-2025 14:40:31 Asia/Kolkata] PHP Fatal error:  Maximum execution time of 120 seconds exceeded in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 21
[18-Jun-2025 14:40:31 Asia/Kolkata] PHP Fatal error:  Maximum execution time of 120 seconds exceeded in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 21
[18-Jun-2025 14:40:31 Asia/Kolkata] PHP Fatal error:  Maximum execution time of 120 seconds exceeded in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 21
[18-Jun-2025 14:40:31 Asia/Kolkata] PHP Fatal error:  Maximum execution time of 120 seconds exceeded in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 21
[18-Jun-2025 14:40:31 Asia/Kolkata] PHP Fatal error:  Maximum execution time of 120 seconds exceeded in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 21
[18-Jun-2025 14:40:31 Asia/Kolkata] PHP Fatal error:  Maximum execution time of 120 seconds exceeded in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 21
[18-Jun-2025 14:40:31 Asia/Kolkata] PHP Fatal error:  Maximum execution time of 120 seconds exceeded in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 21
[18-Jun-2025 14:40:31 Asia/Kolkata] PHP Fatal error:  Maximum execution time of 120 seconds exceeded in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 21
[18-Jun-2025 14:40:31 Asia/Kolkata] PHP Fatal error:  Maximum execution time of 120 seconds exceeded in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 21
[18-Jun-2025 14:40:31 Asia/Kolkata] PHP Fatal error:  Maximum execution time of 120 seconds exceeded in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 21
[18-Jun-2025 14:40:31 Asia/Kolkata] PHP Fatal error:  Maximum execution time of 120 seconds exceeded in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 21
[18-Jun-2025 14:40:31 Asia/Kolkata] PHP Fatal error:  Maximum execution time of 120 seconds exceeded in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 21
[18-Jun-2025 14:40:31 Asia/Kolkata] PHP Fatal error:  Maximum execution time of 120 seconds exceeded in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 21
[18-Jun-2025 14:40:31 Asia/Kolkata] PHP Fatal error:  Maximum execution time of 120 seconds exceeded in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 21
[18-Jun-2025 14:40:31 Asia/Kolkata] PHP Fatal error:  Maximum execution time of 120 seconds exceeded in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 21
[18-Jun-2025 14:40:31 Asia/Kolkata] PHP Fatal error:  Maximum execution time of 120 seconds exceeded in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 21
[18-Jun-2025 14:40:31 Asia/Kolkata] PHP Fatal error:  Maximum execution time of 120 seconds exceeded in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 21
[18-Jun-2025 14:40:31 Asia/Kolkata] PHP Fatal error:  Maximum execution time of 120 seconds exceeded in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 21
[18-Jun-2025 14:40:31 Asia/Kolkata] PHP Fatal error:  Maximum execution time of 120 seconds exceeded in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 21
[18-Jun-2025 14:40:31 Asia/Kolkata] PHP Fatal error:  Maximum execution time of 120 seconds exceeded in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 21
[18-Jun-2025 14:40:31 Asia/Kolkata] PHP Fatal error:  Maximum execution time of 120 seconds exceeded in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 21
[18-Jun-2025 14:40:31 Asia/Kolkata] PHP Fatal error:  Maximum execution time of 120 seconds exceeded in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 21
[18-Jun-2025 14:40:31 Asia/Kolkata] PHP Fatal error:  Maximum execution time of 120 seconds exceeded in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 21
[18-Jun-2025 14:40:31 Asia/Kolkata] PHP Fatal error:  Maximum execution time of 120 seconds exceeded in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 21
[18-Jun-2025 14:40:31 Asia/Kolkata] PHP Fatal error:  Maximum execution time of 120 seconds exceeded in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 21
[18-Jun-2025 14:40:31 Asia/Kolkata] PHP Fatal error:  Maximum execution time of 120 seconds exceeded in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 21
[18-Jun-2025 14:40:31 Asia/Kolkata] PHP Fatal error:  Maximum execution time of 120 seconds exceeded in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 21
[18-Jun-2025 14:40:31 Asia/Kolkata] PHP Fatal error:  Maximum execution time of 120 seconds exceeded in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 21
[18-Jun-2025 14:40:31 Asia/Kolkata] PHP Fatal error:  Maximum execution time of 120 seconds exceeded in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 21
[18-Jun-2025 14:40:31 Asia/Kolkata] PHP Fatal error:  Maximum execution time of 120 seconds exceeded in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 21
[18-Jun-2025 14:40:31 Asia/Kolkata] PHP Fatal error:  Maximum execution time of 120 seconds exceeded in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 21
[18-Jun-2025 14:40:31 Asia/Kolkata] PHP Fatal error:  Maximum execution time of 120 seconds exceeded in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 21
[18-Jun-2025 14:40:31 Asia/Kolkata] PHP Fatal error:  Maximum execution time of 120 seconds exceeded in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 21
[18-Jun-2025 14:40:31 Asia/Kolkata] PHP Fatal error:  Maximum execution time of 120 seconds exceeded in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 21
[18-Jun-2025 14:40:31 Asia/Kolkata] PHP Fatal error:  Maximum execution time of 120 seconds exceeded in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 21
[18-Jun-2025 14:40:31 Asia/Kolkata] PHP Fatal error:  Maximum execution time of 120 seconds exceeded in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 21
[18-Jun-2025 14:40:31 Asia/Kolkata] PHP Fatal error:  Maximum execution time of 120 seconds exceeded in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 21
[18-Jun-2025 14:40:31 Asia/Kolkata] PHP Fatal error:  Maximum execution time of 120 seconds exceeded in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 21
[18-Jun-2025 14:40:31 Asia/Kolkata] PHP Fatal error:  Maximum execution time of 120 seconds exceeded in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 21
[18-Jun-2025 14:40:31 Asia/Kolkata] PHP Fatal error:  Maximum execution time of 120 seconds exceeded in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 21
[18-Jun-2025 14:40:31 Asia/Kolkata] PHP Fatal error:  Maximum execution time of 120 seconds exceeded in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 21
[18-Jun-2025 14:40:31 Asia/Kolkata] PHP Fatal error:  Maximum execution time of 120 seconds exceeded in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 21
[18-Jun-2025 14:40:31 Asia/Kolkata] PHP Fatal error:  Maximum execution time of 120 seconds exceeded in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 21
[18-Jun-2025 14:40:31 Asia/Kolkata] PHP Fatal error:  Maximum execution time of 120 seconds exceeded in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 21
[18-Jun-2025 14:40:31 Asia/Kolkata] PHP Fatal error:  Maximum execution time of 120 seconds exceeded in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 21
[18-Jun-2025 14:40:31 Asia/Kolkata] PHP Fatal error:  Maximum execution time of 120 seconds exceeded in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 21
[18-Jun-2025 14:40:31 Asia/Kolkata] PHP Fatal error:  Maximum execution time of 120 seconds exceeded in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 21
[18-Jun-2025 14:40:31 Asia/Kolkata] PHP Fatal error:  Maximum execution time of 120 seconds exceeded in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 21
[18-Jun-2025 14:40:31 Asia/Kolkata] PHP Fatal error:  Maximum execution time of 120 seconds exceeded in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 21
[18-Jun-2025 14:40:31 Asia/Kolkata] PHP Fatal error:  Maximum execution time of 120 seconds exceeded in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 21
[18-Jun-2025 14:40:31 Asia/Kolkata] PHP Fatal error:  Maximum execution time of 120 seconds exceeded in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 21
[18-Jun-2025 14:40:31 Asia/Kolkata] PHP Fatal error:  Maximum execution time of 120 seconds exceeded in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 21
[18-Jun-2025 14:40:31 Asia/Kolkata] PHP Fatal error:  Maximum execution time of 120 seconds exceeded in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 21
[18-Jun-2025 14:40:31 Asia/Kolkata] PHP Fatal error:  Maximum execution time of 120 seconds exceeded in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 21
[18-Jun-2025 14:40:31 Asia/Kolkata] PHP Fatal error:  Maximum execution time of 120 seconds exceeded in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 21
[18-Jun-2025 14:40:31 Asia/Kolkata] PHP Fatal error:  Maximum execution time of 120 seconds exceeded in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 21
[18-Jun-2025 14:40:31 Asia/Kolkata] PHP Fatal error:  Maximum execution time of 120 seconds exceeded in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 21
[18-Jun-2025 14:40:31 Asia/Kolkata] PHP Fatal error:  Maximum execution time of 120 seconds exceeded in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 21
[18-Jun-2025 14:40:31 Asia/Kolkata] PHP Fatal error:  Maximum execution time of 120 seconds exceeded in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 21
[18-Jun-2025 14:40:31 Asia/Kolkata] PHP Fatal error:  Maximum execution time of 120 seconds exceeded in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 21
[18-Jun-2025 14:40:31 Asia/Kolkata] PHP Fatal error:  Maximum execution time of 120 seconds exceeded in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 21
[18-Jun-2025 14:40:31 Asia/Kolkata] PHP Fatal error:  Maximum execution time of 120 seconds exceeded in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 21
[18-Jun-2025 14:40:31 Asia/Kolkata] PHP Fatal error:  Maximum execution time of 120 seconds exceeded in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 21
[18-Jun-2025 14:40:31 Asia/Kolkata] PHP Fatal error:  Maximum execution time of 120 seconds exceeded in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 21
[18-Jun-2025 14:40:31 Asia/Kolkata] PHP Fatal error:  Maximum execution time of 120 seconds exceeded in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 21
[18-Jun-2025 14:40:31 Asia/Kolkata] PHP Fatal error:  Maximum execution time of 120 seconds exceeded in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 21
[18-Jun-2025 14:40:31 Asia/Kolkata] PHP Fatal error:  Maximum execution time of 120 seconds exceeded in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 21
[18-Jun-2025 14:40:31 Asia/Kolkata] PHP Fatal error:  Maximum execution time of 120 seconds exceeded in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 21
[18-Jun-2025 14:40:31 Asia/Kolkata] PHP Fatal error:  Maximum execution time of 120 seconds exceeded in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 21
[18-Jun-2025 14:40:31 Asia/Kolkata] PHP Fatal error:  Maximum execution time of 120 seconds exceeded in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 21
[18-Jun-2025 14:40:31 Asia/Kolkata] PHP Fatal error:  Maximum execution time of 120 seconds exceeded in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 21
[18-Jun-2025 14:40:31 Asia/Kolkata] PHP Fatal error:  Maximum execution time of 120 seconds exceeded in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 21
[18-Jun-2025 14:40:31 Asia/Kolkata] PHP Fatal error:  Maximum execution time of 120 seconds exceeded in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 21
[18-Jun-2025 14:40:31 Asia/Kolkata] PHP Fatal error:  Maximum execution time of 120 seconds exceeded in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 21
[18-Jun-2025 14:40:31 Asia/Kolkata] PHP Fatal error:  Maximum execution time of 120 seconds exceeded in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 21
[18-Jun-2025 14:40:31 Asia/Kolkata] PHP Fatal error:  Maximum execution time of 120 seconds exceeded in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 21
[18-Jun-2025 14:40:31 Asia/Kolkata] PHP Fatal error:  Maximum execution time of 120 seconds exceeded in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 21
[18-Jun-2025 14:40:31 Asia/Kolkata] PHP Fatal error:  Maximum execution time of 120 seconds exceeded in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 21
[18-Jun-2025 16:37:37 Asia/Kolkata] PHP Fatal error:  Uncaught Exception: CSRF validation failed. Please refresh and try again. in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php:51
Stack trace:
#0 D:\Apps\XAMPP\htdocs\varuna\public\api\admin\add_contract_type.php(6): validate_csrf_token('96d890e1d615b95...')
#1 {main}
  thrown in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 51
[18-Jun-2025 16:38:07 Asia/Kolkata] PHP Fatal error:  Uncaught Exception: CSRF validation failed. Please refresh and try again. in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php:51
Stack trace:
#0 D:\Apps\XAMPP\htdocs\varuna\public\api\admin\add_contract_type.php(6): validate_csrf_token('96d890e1d615b95...')
#1 {main}
  thrown in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 51
[18-Jun-2025 16:38:22 Asia/Kolkata] PHP Fatal error:  Uncaught Exception: CSRF validation failed. Please refresh and try again. in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php:51
Stack trace:
#0 D:\Apps\XAMPP\htdocs\varuna\public\api\admin\add_contract_type.php(6): validate_csrf_token('')
#1 {main}
  thrown in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 51
[18-Jun-2025 16:38:24 Asia/Kolkata] PHP Fatal error:  Uncaught Exception: CSRF validation failed. Please refresh and try again. in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php:51
Stack trace:
#0 D:\Apps\XAMPP\htdocs\varuna\public\api\admin\add_contract_type.php(6): validate_csrf_token('')
#1 {main}
  thrown in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 51
[18-Jun-2025 16:38:55 Asia/Kolkata] PHP Fatal error:  Uncaught Exception: CSRF validation failed. Please refresh and try again. in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php:51
Stack trace:
#0 D:\Apps\XAMPP\htdocs\varuna\public\api\admin\add_designation.php(6): validate_csrf_token('26e4bf8c30c57ce...')
#1 {main}
  thrown in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 51
[18-Jun-2025 16:45:25 Asia/Kolkata] PHP Fatal error:  Uncaught Exception: CSRF validation failed. Please refresh and try again. in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php:51
Stack trace:
#0 D:\Apps\XAMPP\htdocs\varuna\public\api\admin\add_contract_type.php(6): validate_csrf_token('6ee42751fe459f9...')
#1 {main}
  thrown in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 51
------------------------------------------------------------------[18-Jun-2025 16:46:05 Asia/Kolkata] PHP Fatal error:  Uncaught Exception: CSRF validation failed. Please refresh and try again. in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php:51
Stack trace:
#0 D:\Apps\XAMPP\htdocs\varuna\public\api\admin\add_contract_type.php(6): validate_csrf_token('6ee42751fe459f9...')
#1 {main}
  thrown in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 51
[18-Jun-2025 16:46:35 Asia/Kolkata] PHP Fatal error:  Uncaught Exception: CSRF validation failed. Please refresh and try again. in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php:51
Stack trace:
#0 D:\Apps\XAMPP\htdocs\varuna\public\api\admin\add_designation.php(6): validate_csrf_token('6ee42751fe459f9...')
#1 {main}
  thrown in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 51
[18-Jun-2025 16:48:46 Asia/Kolkata] PHP Fatal error:  Uncaught Exception: CSRF validation failed. Please refresh and try again. in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php:51
Stack trace:
#0 D:\Apps\XAMPP\htdocs\varuna\public\api\admin\add_contract_type.php(6): validate_csrf_token('dd8b611bc94fddf...')
#1 {main}
  thrown in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 51
[18-Jun-2025 16:49:23 Asia/Kolkata] PHP Fatal error:  Uncaught Exception: CSRF validation failed. Please refresh and try again. in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php:51
Stack trace:
#0 D:\Apps\XAMPP\htdocs\varuna\public\api\admin\add_designation.php(6): validate_csrf_token('dd8b611bc94fddf...')
#1 {main}
  thrown in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 51
[18-Jun-2025 16:53:33 Asia/Kolkata] PHP Fatal error:  Uncaught Exception: CSRF validation failed. Please refresh and try again. in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php:51
Stack trace:
#0 D:\Apps\XAMPP\htdocs\varuna\public\api\admin\add_contract_type.php(6): validate_csrf_token('27a64079e3ea87b...')
#1 {main}
  thrown in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 51
[18-Jun-2025 16:53:39 Asia/Kolkata] PHP Fatal error:  Uncaught Exception: CSRF validation failed. Please refresh and try again. in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php:51
Stack trace:
#0 D:\Apps\XAMPP\htdocs\varuna\public\api\admin\add_contract_type.php(6): validate_csrf_token('')
#1 {main}
  thrown in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 51
[18-Jun-2025 16:58:35 Asia/Kolkata] PHP Fatal error:  Uncaught Exception: CSRF validation failed. Please refresh and try again. in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php:51
Stack trace:
#0 D:\Apps\XAMPP\htdocs\varuna\public\api\admin\add_contract_type.php(6): validate_csrf_token('a13460d1ae25733...')
#1 {main}
  thrown in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 51
[19-Jun-2025 12:40:20 Asia/Kolkata] PHP Warning:  file_get_contents(http://localhost/varuna/public/api/get_staff_for_bulk_print.php?filter_by=licensee&amp;filter_value=1): Failed to open stream: HTTP request failed! HTTP/1.1 403 Forbidden
 in D:\Apps\XAMPP\htdocs\varuna\public\bulk_id_page.php on line 14
[19-Jun-2025 12:40:31 Asia/Kolkata] PHP Warning:  file_get_contents(http://localhost/varuna/public/api/get_staff_for_bulk_print.php?filter_by=station&amp;filter_value=CSMT): Failed to open stream: HTTP request failed! HTTP/1.1 403 Forbidden
 in D:\Apps\XAMPP\htdocs\varuna\public\bulk_id_page.php on line 14
[19-Jun-2025 12:46:10 Asia/Kolkata] PHP Warning:  file_get_contents(http://localhost/varuna/public/api/get_staff_for_bulk_print.php?filter_by=station&amp;filter_value=CSMT): Failed to open stream: HTTP request failed! HTTP/1.1 403 Forbidden
 in D:\Apps\XAMPP\htdocs\varuna\public\bulk_id_page.php on line 14
[19-Jun-2025 17:20:33 Asia/Kolkata] PHP Deprecated:  htmlspecialchars(): Passing null to parameter #1 ($string) of type string is deprecated in D:\Apps\XAMPP\htdocs\varuna\public\id_card.php on line 315
[19-Jun-2025 17:41:43 Asia/Kolkata] PHP Fatal error:  Uncaught Exception: CSRF validation failed. Please refresh and try again. in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php:51
Stack trace:
#0 D:\Apps\XAMPP\htdocs\varuna\public\api\admin\update_record.php(11): validate_csrf_token('d73418892c2cf13...')
#1 {main}
  thrown in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 51
[19-Jun-2025 17:41:46 Asia/Kolkata] PHP Fatal error:  Uncaught Exception: CSRF validation failed. Please refresh and try again. in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php:51
Stack trace:
#0 D:\Apps\XAMPP\htdocs\varuna\public\api\admin\update_record.php(11): validate_csrf_token('d73418892c2cf13...')
#1 {main}
  thrown in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 51
[19-Jun-2025 17:42:08 Asia/Kolkata] PHP Fatal error:  Uncaught Exception: CSRF validation failed. Please refresh and try again. in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php:51
Stack trace:
#0 D:\Apps\XAMPP\htdocs\varuna\public\api\admin\update_record.php(11): validate_csrf_token('ba57af50cbe5374...')
#1 {main}
  thrown in D:\Apps\XAMPP\htdocs\varuna\src\core\session.php on line 51
----------------------------------------------------------------------------------
[23-Jun-2025 10:54:59 Asia/Kolkata] PHP Fatal error:  Cannot redeclare renderIdCard() (previously declared in D:\Apps\XAMPP\htdocs\varuna\public\bulk_id_page.php:44) in D:\Apps\XAMPP\htdocs\varuna\public\bulk_id_page.php on line 44
